"user_id","vis_type","model_type","color_ramp_index","target_value","selected_value","aesthetic_rating","trial_number"
"17","choropleth","linear","24","6","5","0","29"
"17","choropleth","designer","18","3","2","0","30"
"17","choropleth","designer","20","7","7","0","31"
"17","heatmap","bayesian","7","5","5","0","32"
"17","heatmap","designer","22","0","0","0","33"
"17","choropleth","designer","25","8","8","0","34"
"17","heatmap","kmeans","14","7","8","0","35"
"17","heatmap","designer","19","6","6","0","36"
"17","heatmap","bayesian","18","6","5","0","37"
"17","heatmap","kmeans","8","7","7","0","38"
"19","choropleth","kmeans","13","0","0","10","0"
"19","choropleth","bayesian","22","6","6","9","1"
"19","choropleth","designer","25","1","2","9","2"
"19","scatter","bayesian","5","0","0","-7","3"
"19","choropleth","bayesian","14","3","3","6","4"
"19","choropleth","kmeans","20","8","8","-13","5"
"19","heatmap","engagement","0","8","8","-13","6"
"19","choropleth","bayesian","23","0","0","-12","7"
"19","scatter","designer","22","0","0","12","8"
"19","heatmap","kmeans","3","3","2","11","9"
"19","choropleth","kmeans","21","2","2","11","10"
"19","heatmap","linear","6","4","5","-7","11"
"19","scatter","designer","7","0","0","12","12"
"19","heatmap","bayesian","18","6","5","10","13"
"19","scatter","linear","19","7","7","11","14"
"19","scatter","kmeans","23","8","8","10","15"
"19","heatmap","linear","16","8","8","9","16"
"19","choropleth","designer","10","8","8","-25","17"
"19","scatter","linear","5","3","2","-9","18"
"19","scatter","linear","21","6","4","23","19"
"19","heatmap","bayesian","26","6","5","-6","20"
"19","scatter","bayesian","9","5","5","0","21"
"19","choropleth","engagement","0","8","8","7","22"
"19","choropleth","linear","26","0","0","-6","23"
"19","choropleth","linear","20","8","8","11","24"
"19","heatmap","designer","2","6","5","-8","25"
"19","scatter","designer","23","0","0","6","26"
"19","scatter","bayesian","2","8","8","-8","27"
"19","heatmap","bayesian","25","7","7","0","28"
"19","heatmap","kmeans","0","6","6","-10","29"
"19","scatter","kmeans","19","1","1","-8","30"
"19","heatmap","linear","4","6","5","8","31"
"19","choropleth","linear","23","5","4","5","32"
"19","choropleth","designer","21","6","5","0","33"
"19","scatter","engagement","0","8","8","12","34"
"19","scatter","kmeans","15","8","8","32","35"
"19","heatmap","designer","5","6","5","14","36"
"19","heatmap","kmeans","25","8","7","-6","37"
"19","heatmap","designer","11","8","8","0","38"
"20","heatmap","kmeans","24","6","5","-67","0"
"20","choropleth","linear","8","2","2","-94","1"
"20","scatter","kmeans","20","0","0","-38","2"
"20","scatter","linear","18","3","1","-29","3"
"20","choropleth","kmeans","8","0","0","-38","4"
"20","scatter","engagement","0","8","8","-37","5"
"20","choropleth","bayesian","11","0","0","87","6"
"20","choropleth","kmeans","0","6","6","67","7"
"20","choropleth","linear","4","6","5","77","8"
"20","heatmap","linear","19","6","6","-39","9"
"20","choropleth","kmeans","3","0","0","95","10"
"20","scatter","linear","12","3","3","-69","11"
"20","scatter","bayesian","22","2","2","27","12"
"20","choropleth","designer","17","1","3","20","13"
"20","scatter","bayesian","16","4","3","-30","14"
"20","choropleth","designer","11","2","2","-24","15"
"20","heatmap","bayesian","24","0","0","-54","16"
"20","heatmap","designer","14","2","3","-23","17"
"20","heatmap","bayesian","4","0","0","-22","18"
"20","heatmap","engagement","0","8","8","-40","19"
"20","heatmap","kmeans","15","5","4","83","20"
"20","heatmap","designer","22","5","3","45","21"
"20","choropleth","bayesian","1","7","6","12","22"
"20","scatter","designer","1","7","7","21","23"
"20","scatter","designer","7","8","8","46","24"
"20","scatter","bayesian","18","3","5","-21","25"
"20","heatmap","kmeans","13","3","3","-22","26"
"20","heatmap","linear","5","6","5","-19","27"
"20","scatter","kmeans","9","5","4","9","28"
"20","heatmap","designer","13","3","4","-100","29"
"20","choropleth","engagement","0","8","8","58","30"
"20","scatter","designer","6","0","0","75","31"
"20","heatmap","bayesian","26","7","6","22","32"
"20","scatter","kmeans","7","0","0","100","33"
"20","heatmap","linear","1","5","4","33","34"
"20","choropleth","linear","25","5","4","17","35"
"20","choropleth","bayesian","20","4","2","-28","36"
"20","scatter","linear","6","0","0","25","37"
"20","choropleth","designer","18","1","0","75","38"
"21","choropleth","kmeans","8","1","2","100","0"
"21","heatmap","linear","23","0","1","100","1"
"21","choropleth","bayesian","21","1","1","100","2"
"21","choropleth","bayesian","25","8","8","100","3"
"21","choropleth","engagement","0","8","8","100","4"
"21","scatter","bayesian","10","0","1","100","5"
"21","scatter","engagement","0","8","8","100","6"
"21","heatmap","bayesian","19","6","5","100","7"
"21","choropleth","designer","24","8","8","100","8"
"21","heatmap","engagement","0","8","8","100","9"
"21","heatmap","linear","14","8","8","100","10"
"21","heatmap","designer","14","3","2","100","11"
"21","scatter","kmeans","23","1","1","100","12"
"21","choropleth","designer","6","1","1","100","13"
"21","choropleth","linear","13","4","5","0","14"
"21","choropleth","designer","15","0","0","100","15"
"21","choropleth","kmeans","7","1","1","0","16"
"21","heatmap","kmeans","24","8","8","0","17"
"21","scatter","bayesian","0","8","8","0","18"
"21","heatmap","kmeans","17","6","5","0","19"
"21","heatmap","linear","17","2","4","0","20"
"21","heatmap","designer","18","3","5","0","21"
"21","choropleth","kmeans","3","4","6","0","22"
"21","heatmap","bayesian","2","1","4","0","23"
"21","scatter","designer","26","2","2","0","24"
"21","scatter","designer","7","1","1","0","25"
"21","choropleth","linear","6","7","5","0","26"
"21","heatmap","bayesian","4","2","3","0","27"
"21","scatter","linear","5","1","1","0","28"
"21","scatter","linear","2","0","0","0","29"
"21","scatter","kmeans","19","2","2","0","30"
"21","scatter","bayesian","16","0","0","0","31"
"21","choropleth","bayesian","5","0","0","0","32"
"21","scatter","designer","19","8","8","0","33"
"21","choropleth","linear","7","5","5","0","34"
"21","scatter","kmeans","22","7","6","0","35"
"21","heatmap","kmeans","16","3","4","0","36"
"21","scatter","linear","8","5","5","0","37"
"21","heatmap","designer","9","1","2","0","38"
"22","heatmap","kmeans","17","8","8","0","0"
"22","heatmap","linear","18","4","5","0","1"
"22","heatmap","bayesian","16","7","8","0","2"
"22","choropleth","engagement","0","8","8","14","3"
"22","choropleth","linear","8","4","5","0","4"
"22","scatter","designer","19","8","7","0","5"
"22","heatmap","engagement","0","8","8","0","6"
"22","heatmap","kmeans","4","7","7","0","7"
"22","scatter","engagement","0","8","8","0","8"
"22","heatmap","designer","21","5","5","0","9"
"22","heatmap","bayesian","24","0","1","0","10"
"22","heatmap","designer","26","2","2","0","11"
"22","heatmap","linear","16","4","6","0","12"
"22","scatter","bayesian","20","5","4","0","13"
"22","choropleth","kmeans","15","8","8","21","14"
"22","choropleth","designer","7","7","7","0","15"
"22","choropleth","linear","11","8","8","0","16"
"22","heatmap","bayesian","5","5","8","0","17"
"22","scatter","designer","8","5","3","0","18"
"22","scatter","kmeans","11","6","5","0","19"
"22","scatter","linear","20","2","2","0","20"
"22","scatter","linear","26","0","0","0","21"
"22","heatmap","linear","19","0","0","0","22"
"22","choropleth","linear","9","4","4","0","23"
"22","choropleth","designer","25","4","4","0","24"
"22","scatter","bayesian","12","5","4","0","25"
"22","choropleth","bayesian","25","2","2","-5","26"
"22","heatmap","kmeans","3","8","8","10","27"
"22","choropleth","kmeans","7","7","8","8","28"
"22","choropleth","kmeans","22","7","7","-8","29"
"22","heatmap","designer","24","7","7","-15","30"
"22","choropleth","designer","14","4","4","12","31"
"22","scatter","kmeans","18","7","7","8","32"
"22","scatter","kmeans","21","2","2","-8","33"
"22","choropleth","bayesian","8","4","4","7","34"
"22","choropleth","bayesian","15","5","4","9","35"
"22","scatter","bayesian","26","0","0","0","36"
"22","scatter","linear","15","0","0","11","37"
"22","scatter","designer","4","4","4","9","38"
"23","choropleth","engagement","0","8","8","0","0"
"23","heatmap","bayesian","26","6","6","-53","1"
"23","scatter","bayesian","22","6","6","-39","2"
"23","choropleth","bayesian","25","0","0","0","3"
"23","heatmap","engagement","0","8","8","76","4"
"23","heatmap","designer","7","6","6","15","5"
"23","choropleth","linear","13","2","2","-80","6"
"23","choropleth","bayesian","19","8","8","0","7"
"23","heatmap","linear","17","3","3","-61","8"
"23","scatter","designer","19","5","5","32","9"
"23","scatter","engagement","0","8","8","94","10"
"23","scatter","linear","5","1","1","55","11"
"23","scatter","linear","24","6","6","-32","12"
"23","heatmap","designer","9","0","0","32","13"
"23","choropleth","kmeans","13","0","0","26","14"
"23","heatmap","bayesian","4","7","7","34","15"
"23","choropleth","designer","4","8","8","53","16"
"23","scatter","bayesian","21","6","7","18","17"
"23","heatmap","linear","6","4","5","-100","18"
"23","choropleth","linear","11","2","1","-31","19"
"23","scatter","designer","12","2","2","14","20"
"23","scatter","bayesian","10","8","8","100","21"
"23","choropleth","linear","19","4","4","-11","22"
"23","heatmap","kmeans","17","4","4","-16","23"
"23","heatmap","kmeans","7","5","5","20","24"
"23","scatter","kmeans","15","8","8","13","25"
"23","scatter","kmeans","8","1","1","100","26"
"23","choropleth","bayesian","14","3","3","21","27"
"23","scatter","designer","20","4","4","33","28"
"23","choropleth","kmeans","6","1","1","100","29"
"23","heatmap","kmeans","1","0","0","100","30"
"23","heatmap","designer","21","7","7","100","31"
"23","choropleth","designer","6","4","5","32","32"
"23","scatter","linear","18","2","2","40","33"
"23","scatter","kmeans","22","4","4","27","34"
"23","heatmap","linear","14","3","4","25","35"
"23","heatmap","bayesian","8","1","1","100","36"
"23","choropleth","kmeans","19","3","3","100","37"
"23","choropleth","designer","18","1","1","-36","38"
"24","heatmap","linear","15","7","7","-58","0"
"24","scatter","designer","10","7","6","-64","1"
"24","heatmap","designer","9","5","6","-77","2"
"24","scatter","bayesian","12","6","6","-89","3"
"24","scatter","kmeans","21","1","1","-39","4"
"24","heatmap","engagement","0","8","8","-34","5"
"24","scatter","kmeans","25","1","1","-33","6"
"24","scatter","engagement","0","8","8","-40","7"
"24","scatter","bayesian","19","0","0","18","8"
"24","choropleth","bayesian","13","6","5","-33","9"
"24","scatter","designer","3","4","4","-36","10"
"24","choropleth","kmeans","18","0","0","0","11"
"24","scatter","bayesian","15","8","8","-38","12"
"24","choropleth","designer","22","4","5","0","13"
"24","heatmap","designer","7","1","2","13","14"
"24","choropleth","designer","16","6","7","25","15"
"24","choropleth","designer","5","7","6","30","16"
"24","heatmap","bayesian","17","3","4","-29","17"
"24","heatmap","linear","2","8","7","-82","18"
"24","choropleth","kmeans","24","2","3","-47","19"
"24","heatmap","kmeans","11","8","8","-49","20"
"24","heatmap","kmeans","14","3","4","-56","21"
"24","heatmap","kmeans","6","3","4","38","22"
"24","heatmap","designer","0","7","6","32","23"
"24","choropleth","linear","13","2","4","-61","24"
"24","scatter","designer","25","3","4","-93","25"
"24","choropleth","linear","23","6","7","-83","26"
"24","choropleth","linear","3","7","7","44","27"
"24","scatter","linear","16","2","2","-93","28"
"24","choropleth","kmeans","17","0","1","-76","29"
"24","choropleth","bayesian","4","6","5","-66","30"
"24","heatmap","bayesian","10","5","4","30","31"
"24","heatmap","linear","12","6","6","-52","32"
"24","scatter","linear","4","3","2","-88","33"
"24","scatter","kmeans","5","3","3","-94","34"
"24","choropleth","bayesian","25","8","8","32","35"
"24","choropleth","engagement","0","8","8","88","36"
"24","scatter","linear","26","7","7","-65","37"
"24","heatmap","bayesian","21","5","6","0","38"
"26","heatmap","linear","26","6","5","-7","0"
"26","heatmap","kmeans","9","1","0","22","1"
"26","scatter","designer","7","8","8","0","2"
"26","choropleth","bayesian","1","6","5","0","3"
"26","choropleth","engagement","0","8","8","0","4"
"26","heatmap","linear","2","0","0","0","5"
"26","choropleth","linear","9","1","0","0","6"
"26","choropleth","designer","23","1","0","-51","7"
"26","scatter","kmeans","24","2","1","0","8"
"26","heatmap","designer","21","5","6","0","9"
"26","choropleth","kmeans","10","3","4","0","10"
"26","heatmap","bayesian","18","4","5","-26","11"
"26","scatter","linear","7","4","4","-65","12"
"26","choropleth","linear","19","3","3","19","13"
"26","heatmap","bayesian","9","6","6","10","14"
"26","choropleth","designer","17","7","8","0","15"
"26","scatter","linear","14","3","4","17","16"
"26","choropleth","kmeans","8","5","5","29","17"
"26","choropleth","bayesian","16","2","2","-14","18"
"26","choropleth","designer","24","7","7","0","19"
"26","scatter","engagement","0","8","8","33","20"
"26","choropleth","linear","23","7","7","8","21"
"26","heatmap","bayesian","2","8","8","0","22"
"26","heatmap","designer","22","7","8","0","23"
"26","heatmap","engagement","0","8","8","0","24"
"26","heatmap","kmeans","5","2","2","0","25"
"26","heatmap","linear","17","5","6","-67","26"
"26","scatter","designer","26","7","6","0","27"
"26","scatter","kmeans","14","1","1","42","28"
"26","choropleth","bayesian","10","5","6","63","29"
"26","scatter","bayesian","8","6","5","0","30"
"26","scatter","designer","0","3","2","-60","31"
"26","scatter","linear","21","5","5","28","32"
"26","heatmap","designer","12","7","7","27","33"
"26","choropleth","kmeans","7","4","4","0","34"
"26","scatter","bayesian","11","3","3","15","35"
"26","heatmap","kmeans","20","3","4","-18","36"
"26","scatter","kmeans","23","4","4","-14","37"
"26","scatter","bayesian","24","2","2","-28","38"
"27","choropleth","linear","12","4","5","-22","0"
"27","heatmap","linear","3","5","6","29","1"
"27","scatter","bayesian","26","0","0","43","2"
"27","choropleth","linear","25","5","6","43","3"
"27","scatter","linear","14","7","5","74","4"
"27","choropleth","designer","15","0","0","100","5"
"27","choropleth","kmeans","21","0","0","52","6"
"27","scatter","bayesian","19","8","8","82","7"
"27","scatter","engagement","0","8","8","98","8"
"27","choropleth","kmeans","17","6","7","84","9"
"27","heatmap","designer","4","7","6","79","10"
"27","heatmap","kmeans","22","0","1","-71","11"
"27","scatter","kmeans","26","3","2","89","12"
"27","scatter","designer","16","2","2","65","13"
"27","choropleth","designer","10","8","8","87","14"
"27","choropleth","engagement","0","8","8","37","15"
"27","heatmap","linear","15","6","6","42","16"
"27","heatmap","bayesian","2","8","8","81","17"
"27","choropleth","designer","1","4","5","27","18"
"27","scatter","designer","23","4","4","0","19"
"27","scatter","bayesian","25","2","2","0","20"
"27","heatmap","designer","11","7","8","82","21"
"27","scatter","designer","25","6","7","83","22"
"27","heatmap","kmeans","25","6","5","66","23"
"27","scatter","linear","13","3","3","67","24"
"27","heatmap","bayesian","4","6","6","39","25"
"27","scatter","linear","9","2","1","-52","26"
"27","choropleth","bayesian","17","8","8","-46","27"
"27","heatmap","engagement","0","8","8","-56","28"
"27","heatmap","bayesian","12","6","6","68","29"
"27","scatter","kmeans","20","5","5","-69","30"
"27","heatmap","linear","24","3","4","-64","31"
"27","choropleth","kmeans","4","8","8","50","32"
"27","choropleth","bayesian","8","1","1","65","33"
"27","choropleth","bayesian","22","5","4","-59","34"
"27","heatmap","kmeans","2","2","1","-45","35"
"27","scatter","kmeans","14","6","7","68","36"
"27","choropleth","linear","23","6","6","0","37"
"27","heatmap","designer","20","4","3","49","38"
"28","scatter","linear","8","6","4","-52","0"
"28","heatmap","kmeans","2","7","7","19","1"
"28","choropleth","linear","9","4","4","64","2"
"28","heatmap","designer","20","5","4","16","3"
"28","choropleth","designer","13","0","0","30","4"
"28","choropleth","engagement","0","8","8","33","5"
"28","heatmap","engagement","0","8","8","25","6"
"28","choropleth","linear","23","4","6","-11","7"
"28","scatter","kmeans","0","4","3","-30","8"
"28","scatter","bayesian","24","0","0","17","9"
"28","heatmap","kmeans","22","5","7","26","10"
"28","choropleth","kmeans","26","4","3","16","11"
"28","choropleth","kmeans","16","6","7","22","12"
"28","heatmap","designer","8","5","2","-54","13"
"28","heatmap","linear","10","0","1","37","14"
"28","heatmap","bayesian","21","8","7","65","15"
"28","choropleth","kmeans","24","2","3","16","16"
"28","scatter","bayesian","8","4","3","19","17"
"28","choropleth","bayesian","5","5","5","18","18"
"28","scatter","kmeans","18","1","1","11","19"
"28","heatmap","designer","23","5","6","-43","20"
"28","choropleth","designer","1","7","7","26","21"
"28","scatter","kmeans","15","0","0","18","22"
"28","choropleth","designer","17","3","4","-33","23"
"28","choropleth","bayesian","20","3","4","-93","24"
"28","scatter","engagement","0","8","8","26","25"
"28","choropleth","bayesian","16","1","2","16","26"
"28","scatter","designer","6","1","2","-27","27"
"28","choropleth","linear","26","2","3","21","28"
"28","scatter","designer","7","2","2","14","29"
"28","heatmap","bayesian","13","0","1","-28","30"
"28","scatter","linear","13","6","6","32","31"
"28","heatmap","kmeans","12","8","8","30","32"
"28","heatmap","bayesian","10","8","8","19","33"
"28","heatmap","linear","24","3","4","23","34"
"28","heatmap","linear","12","8","7","29","35"
"28","scatter","designer","5","6","5","-28","36"
"28","scatter","linear","25","4","8","29","37"
"28","scatter","bayesian","2","8","8","42","38"
"30","choropleth","designer","20","1","2","-90","0"
"30","scatter","bayesian","0","7","6","-71","1"
"30","scatter","linear","18","2","2","-78","2"
"30","heatmap","bayesian","8","7","8","-83","3"
"30","heatmap","bayesian","5","8","7","-47","4"
"30","heatmap","kmeans","24","4","7","-59","5"
"30","scatter","linear","15","0","0","-35","6"
"30","heatmap","bayesian","22","4","5","-54","7"
"30","scatter","designer","25","4","6","-45","8"
"30","choropleth","kmeans","0","1","2","-72","9"
"30","heatmap","designer","0","3","4","-57","10"
"30","scatter","designer","5","7","7","-28","11"
"30","scatter","designer","9","1","0","-37","12"
"30","heatmap","linear","14","8","7","-86","13"
"30","choropleth","kmeans","13","3","2","-64","14"
"30","heatmap","linear","2","2","1","-70","15"
"30","scatter","kmeans","8","5","3","-57","16"
"30","choropleth","engagement","0","8","8","-12","17"
"30","scatter","bayesian","3","5","5","-15","18"
"30","heatmap","kmeans","2","2","8","-16","19"
"30","choropleth","kmeans","14","0","0","17","20"
"30","scatter","engagement","0","8","0","0","21"
"30","choropleth","linear","25","6","7","-29","22"
"30","heatmap","designer","12","5","7","-71","23"
"30","scatter","bayesian","18","0","0","0","24"
"30","choropleth","linear","7","2","1","-70","25"
"30","choropleth","bayesian","12","7","8","-41","26"
"30","choropleth","linear","21","6","7","-37","27"
"30","choropleth","bayesian","17","4","3","-39","28"
"30","scatter","linear","10","2","3","-49","29"
"30","heatmap","designer","26","4","5","-46","30"
"30","scatter","kmeans","16","1","1","14","31"
"30","heatmap","kmeans","20","4","4","0","32"
"30","choropleth","bayesian","13","3","3","-28","33"
"30","choropleth","designer","16","8","8","10","34"
"30","choropleth","designer","11","5","8","-14","35"
"30","heatmap","linear","20","4","5","-39","36"
"30","heatmap","engagement","0","8","8","62","37"
"30","scatter","kmeans","26","0","0","39","38"
"33","heatmap","linear","4","1","8","100","0"
"33","choropleth","bayesian","26","3","5","48","1"
"33","heatmap","bayesian","14","0","1","100","2"
"33","scatter","designer","10","5","7","100","3"
"33","heatmap","designer","4","1","8","100","4"
"33","scatter","designer","26","3","7","100","5"
"33","heatmap","kmeans","23","7","6","-38","6"
"33","scatter","bayesian","9","2","8","100","7"
"33","choropleth","designer","23","4","8","100","8"
"33","scatter","kmeans","8","3","6","100","9"
"33","heatmap","designer","24","2","6","59","10"
"33","heatmap","bayesian","23","4","8","100","11"
"33","scatter","kmeans","15","3","6","100","12"
"33","choropleth","linear","10","4","3","100","13"
"33","heatmap","designer","0","0","5","80","14"
"33","choropleth","kmeans","1","0","6","100","15"
"33","scatter","bayesian","21","0","5","100","16"
"33","choropleth","linear","19","5","6","91","17"
"33","choropleth","kmeans","6","7","6","100","18"
"33","choropleth","bayesian","8","7","8","-41","19"
"33","heatmap","kmeans","17","3","6","-36","20"
"33","choropleth","linear","8","6","5","100","21"
"33","scatter","kmeans","4","7","1","-17","22"
"33","choropleth","engagement","0","8","3","100","23"
"33","heatmap","bayesian","20","7","5","17","24"
"33","choropleth","kmeans","14","6","5","-18","25"
"33","heatmap","kmeans","21","3","6","100","26"
"33","choropleth","designer","16","8","2","100","27"
"33","heatmap","engagement","0","8","2","100","28"
"33","scatter","linear","20","7","6","100","29"
"33","scatter","bayesian","5","8","8","100","30"
"33","scatter","designer","13","5","5","100","31"
"33","scatter","linear","21","6","8","100","32"
"33","heatmap","linear","13","6","0","58","33"
"33","choropleth","bayesian","0","5","6","-24","34"
"33","choropleth","designer","3","0","5","-53","35"
"33","scatter","linear","14","3","8","70","36"
"33","heatmap","linear","5","5","8","100","37"
"33","scatter","engagement","0","8","3","100","38"
"34","choropleth","designer","9","4","3","-100","0"
"34","scatter","kmeans","18","8","8","-9","1"
"34","scatter","designer","26","4","4","-29","2"
"34","scatter","engagement","0","8","8","-100","3"
"34","scatter","linear","9","1","1","-27","4"
"34","heatmap","designer","22","5","5","-100","5"
"34","heatmap","linear","10","4","5","-100","6"
"34","scatter","linear","26","0","0","0","7"
"34","heatmap","designer","1","1","3","-12","8"
"34","heatmap","engagement","0","8","8","-69","9"
"34","heatmap","bayesian","2","0","1","-7","10"
"34","scatter","bayesian","23","2","2","-29","11"
"34","scatter","designer","13","8","8","16","12"
"34","choropleth","bayesian","10","1","1","-61","13"
"34","heatmap","kmeans","17","6","5","-79","14"
"34","scatter","designer","19","6","5","-62","15"
"34","choropleth","designer","6","5","6","-100","16"
"34","choropleth","kmeans","10","5","5","-62","17"
"34","choropleth","linear","3","6","5","-69","18"
"34","scatter","bayesian","6","0","1","-38","19"
"34","scatter","linear","16","8","8","-100","20"
"34","choropleth","engagement","0","8","8","17","21"
"34","scatter","kmeans","2","1","2","-52","22"
"34","heatmap","kmeans","21","2","3","-100","23"
"34","heatmap","linear","17","6","5","-44","24"
"34","heatmap","linear","7","1","2","-54","25"
"34","heatmap","bayesian","19","1","2","-50","26"
"34","choropleth","designer","15","8","8","-59","27"
"34","heatmap","designer","24","7","6","-46","28"
"34","choropleth","bayesian","12","1","1","-64","29"
"34","scatter","kmeans","12","0","0","0","30"
"34","choropleth","linear","4","6","5","-66","31"
"34","choropleth","bayesian","0","7","8","-100","32"
"34","scatter","bayesian","22","5","4","-54","33"
"34","choropleth","linear","14","0","1","-78","34"
"34","choropleth","kmeans","6","5","6","-83","35"
"34","heatmap","bayesian","4","1","2","-38","36"
"34","heatmap","kmeans","13","5","4","-51","37"
"34","choropleth","kmeans","26","5","6","-61","38"
"35","heatmap","designer","14","3","2","0","0"
"35","heatmap","designer","3","3","2","0","1"
"35","scatter","kmeans","10","2","2","0","2"
"35","scatter","designer","23","3","2","0","3"
"35","heatmap","kmeans","14","5","6","0","4"
"35","heatmap","kmeans","16","3","2","0","5"
"35","choropleth","kmeans","15","0","0","0","6"
"35","heatmap","bayesian","7","1","2","0","7"
"35","scatter","designer","16","7","7","0","8"
"35","heatmap","engagement","0","8","8","0","9"
"35","choropleth","bayesian","2","1","1","0","10"
"35","scatter","linear","24","4","3","0","11"
"35","heatmap","kmeans","20","5","6","0","12"
"35","choropleth","engagement","0","8","8","0","13"
"35","choropleth","designer","13","3","3","0","14"
"35","choropleth","bayesian","21","0","1","0","15"
"35","heatmap","linear","8","7","6","0","16"
"35","choropleth","designer","11","1","1","0","17"
"35","heatmap","bayesian","13","4","3","0","18"
"35","scatter","designer","6","6","5","0","19"
"35","choropleth","designer","19","3","4","0","20"
"35","choropleth","kmeans","2","2","3","0","21"
"35","scatter","engagement","0","8","8","0","22"
"35","scatter","bayesian","11","1","1","0","23"
"35","heatmap","bayesian","12","6","5","0","24"
"35","choropleth","linear","6","5","4","0","25"
"35","choropleth","linear","20","3","4","0","26"
"35","scatter","kmeans","22","2","2","0","27"
"35","heatmap","linear","3","5","5","0","28"
"35","scatter","linear","19","4","3","0","29"
"35","scatter","bayesian","15","8","8","0","30"
"35","choropleth","bayesian","16","0","0","0","31"
"35","scatter","kmeans","6","5","0","0","32"
"35","heatmap","linear","22","8","7","0","33"
"35","choropleth","linear","17","2","3","0","34"
"35","choropleth","kmeans","7","0","1","0","35"
"35","scatter","bayesian","5","5","5","0","36"
"35","heatmap","designer","20","8","8","0","37"
"35","scatter","linear","0","3","3","0","38"
"37","choropleth","designer","2","7","7","24","0"
"37","choropleth","kmeans","4","6","6","-80","1"
"37","heatmap","linear","15","6","6","-14","2"
"37","choropleth","engagement","0","8","8","29","3"
"37","choropleth","linear","10","0","1","0","4"
"37","heatmap","kmeans","22","5","4","6","5"
"37","scatter","linear","16","0","0","-70","6"
"37","heatmap","designer","14","0","1","37","7"
"37","scatter","designer","5","1","1","-81","8"
"37","heatmap","linear","26","6","5","10","9"
"37","scatter","designer","9","1","3","-85","10"
"37","heatmap","bayesian","11","1","2","53","11"
"37","choropleth","kmeans","2","1","2","-74","12"
"37","heatmap","designer","24","1","1","-94","13"
"37","scatter","engagement","0","8","8","-23","14"
"37","choropleth","bayesian","4","4","3","-83","15"
"37","choropleth","linear","2","0","1","90","16"
"37","choropleth","designer","16","5","5","-1","17"
"37","scatter","bayesian","9","4","5","5","18"
"37","scatter","designer","6","6","5","19","19"
"37","scatter","linear","8","6","3","-85","20"
"37","scatter","bayesian","3","2","3","8","21"
"37","scatter","kmeans","10","8","8","40","22"
"37","heatmap","engagement","0","8","8","-91","23"
"37","heatmap","bayesian","24","6","6","-98","24"
"37","choropleth","bayesian","21","7","7","82","25"
"37","heatmap","bayesian","14","1","0","14","26"
"37","choropleth","linear","18","6","6","-21","27"
"37","scatter","kmeans","8","1","1","13","28"
"37","scatter","bayesian","0","6","6","-56","29"
"37","choropleth","bayesian","23","4","5","10","30"
"37","scatter","kmeans","13","1","1","0","31"
"37","heatmap","linear","14","0","0","-100","32"
"37","heatmap","kmeans","21","1","2","-62","33"
"37","heatmap","designer","7","3","4","-70","34"
"37","choropleth","designer","17","3","4","18","35"
"37","scatter","linear","22","8","8","-50","36"
"37","choropleth","kmeans","9","1","1","55","37"
"37","heatmap","kmeans","6","2","3","65","38"
"38","heatmap","bayesian","7","4","5","-37","0"
"38","heatmap","designer","15","6","6","56","1"
"38","heatmap","bayesian","26","1","1","-17","2"
"38","heatmap","linear","9","7","7","28","3"
"38","choropleth","bayesian","15","2","2","1","4"
"38","choropleth","designer","8","4","4","-21","5"
"38","choropleth","engagement","0","8","8","30","6"
"38","heatmap","designer","12","0","0","-7","7"
"38","choropleth","linear","7","6","6","8","8"
"38","heatmap","linear","2","8","8","17","9"
"38","scatter","engagement","0","8","8","9","10"
"38","scatter","kmeans","6","8","8","14","11"
